ID,figure,size,color,rotation_angle,center_x,center_y
6306,hexagon,10,#FFFF00,42,2,-6
6307,circle,5,#FFA500,0,8,-2
6308,square,5,#00FFFF,47,-8,7
6309,triangle,6,#008000,35,-7,-10
6310,square,8,#008000,45,7,-3
6311,square,8,#FFFF00,4,-8,1
6312,hexagon,10,#FFFF00,1,3,2
6313,hexagon,7,#FFA500,8,-5,-1
6314,triangle,7,#FF0000,8,4,-5
6315,pentagon,9,#FFA500,51,-4,-6
6316,hexagon,5,#00FF00,11,-4,-4
6317,hexagon,15,#008000,35,-1,-1
6318,triangle,9,#FFFF00,39,-2,-6
6319,pentagon,12,#0000FF,40,0,-1
6320,circle,10,#FFFF00,0,-2,4
6321,circle,15,#00FF00,0,0,-1
6322,square,14,#00FFFF,5,-2,0
6323,square,7,#FF0000,7,-5,7
6324,hexagon,5,#00FF00,34,0,-5
6325,triangle,12,#00FFFF,102,-2,1
6326,hexagon,14,#800080,42,1,1
6327,pentagon,9,#0000FF,30,2,6
6328,triangle,12,#800080,48,-4,-2
6329,hexagon,9,#FFA500,56,3,4
6330,hexagon,12,#000000,42,-3,3
6331,square,12,#FFFF00,66,-3,3
6332,square,7,#000000,23,2,4
6333,circle,11,#FF0000,0,-5,2
6334,triangle,5,#FFA500,51,0,8
6335,circle,5,#000000,0,10,-4
6336,square,10,#FF00FF,3,0,3
6337,triangle,6,#FF00FF,1,6,-4
6338,hexagon,8,#00FFFF,2,4,-3
6339,square,10,#000000,20,-6,-3
6340,pentagon,7,#FF00FF,12,1,1
6341,circle,9,#0000FF,0,3,3
6342,pentagon,7,#FFFF00,9,-9,-1
6343,circle,15,#000000,0,-1,0
6344,circle,15,#800080,0,-1,-1
6345,hexagon,12,#FF00FF,33,-2,-2
6346,square,12,#FF0000,24,-2,3
6347,hexagon,12,#800080,11,3,-4
6348,square,12,#008000,49,-4,-4
6349,triangle,12,#00FFFF,22,-1,0
6350,circle,8,#008000,0,2,-7
6351,circle,5,#00FF00,0,-5,2
6352,circle,13,#00FFFF,0,-3,2
6353,triangle,7,#FF0000,16,8,6
6354,triangle,13,#800080,62,2,1
6355,triangle,15,#FF0000,89,-1,0
6356,triangle,13,#008000,108,0,1
6357,square,6,#008000,86,8,-2
6358,hexagon,6,#800080,45,-3,-1
6359,circle,12,#008000,0,-2,-1
6360,circle,5,#00FF00,0,8,7
6361,triangle,8,#00FFFF,116,-4,1
6362,triangle,7,#008000,64,-4,-5
6363,pentagon,5,#00FF00,56,-7,0
6364,pentagon,12,#800080,37,-1,-1
6365,circle,14,#FFA500,0,0,-1
6366,square,10,#000000,35,2,-1
6367,pentagon,10,#0000FF,66,4,5
6368,circle,14,#FF0000,0,0,1
6369,circle,8,#800080,0,-2,0
6370,pentagon,13,#800080,40,-3,2
6371,pentagon,12,#000000,28,-1,3
6372,pentagon,15,#0000FF,55,-1,-1
6373,triangle,10,#0000FF,47,2,5
6374,circle,11,#0000FF,0,-3,0
6375,hexagon,5,#800080,59,-2,9
6376,circle,6,#FF00FF,0,-9,9
6377,hexagon,11,#800080,18,4,0
6378,square,11,#008000,88,-4,3
6379,hexagon,5,#00FF00,50,-2,-2
6380,triangle,7,#800080,30,-6,4
6381,square,14,#FFFF00,6,0,0
6382,pentagon,13,#800080,70,2,2
6383,square,6,#FFFF00,49,8,-5
6384,hexagon,13,#800080,34,1,1
6385,hexagon,13,#800080,33,-1,1
6386,square,12,#00FF00,47,-2,-4
6387,pentagon,8,#008000,47,-2,1
6388,circle,13,#FF00FF,0,-3,-1
6389,triangle,13,#00FFFF,57,0,-2
6390,circle,5,#FFA500,0,1,-2
6391,circle,13,#0000FF,0,-1,2
6392,pentagon,13,#008000,12,0,1
6393,pentagon,9,#FF00FF,37,-7,6
6394,hexagon,9,#008000,9,-3,1
6395,triangle,8,#008000,79,3,-7
6396,square,15,#008000,26,-1,-1
6397,pentagon,9,#008000,24,4,-2
6398,triangle,9,#008000,22,-6,2
6399,pentagon,10,#FF0000,4,-6,5
6400,circle,14,#FFFF00,0,-2,1
6401,square,14,#008000,0,1,1
6402,triangle,14,#0000FF,49,-2,-2
6403,triangle,15,#0000FF,54,0,0
6404,circle,14,#00FFFF,0,-1,-1
6405,circle,15,#FFFF00,0,-1,0
6406,circle,10,#008000,0,3,5
6407,pentagon,5,#FFA500,1,5,9
6408,triangle,11,#FFFF00,43,-2,0
6409,triangle,5,#0000FF,106,3,-3
6410,circle,11,#FFA500,0,2,4
6411,triangle,6,#000000,57,0,0
6412,hexagon,12,#FF00FF,52,-1,0
6413,circle,15,#0000FF,0,-1,0
6414,square,13,#FF0000,27,-3,1
6415,triangle,5,#008000,2,-1,1
6416,circle,8,#FF0000,0,0,5
6417,square,13,#008000,56,-3,1
6418,hexagon,10,#FF00FF,54,-4,-2
6419,triangle,12,#FF00FF,62,-4,3
6420,hexagon,11,#00FFFF,43,-2,-2
6421,triangle,8,#FF0000,118,-3,-8
6422,square,6,#00FFFF,43,-3,-6
6423,square,12,#FFA500,87,-1,2
6424,square,12,#FF0000,11,1,-2
6425,square,12,#FFFF00,26,2,-1
6426,triangle,8,#0000FF,86,5,7
6427,triangle,12,#0000FF,108,-2,-2
6428,circle,14,#FFA500,0,-2,0
6429,triangle,11,#0000FF,12,1,-5
6430,triangle,9,#FFA500,23,1,-1
6431,triangle,12,#0000FF,68,-3,2
6432,square,14,#FF00FF,34,-2,-2
6433,triangle,5,#008000,59,-1,6
6434,pentagon,8,#FFFF00,69,3,-2
6435,hexagon,13,#0000FF,11,-1,1
6436,triangle,11,#FFA500,118,-2,-1
6437,circle,13,#800080,0,-3,-2
6438,circle,6,#FFA500,0,-5,4
6439,triangle,7,#008000,62,-6,-9
6440,pentagon,7,#FF0000,42,2,-2
6441,pentagon,9,#008000,22,5,-7
6442,square,14,#008000,36,-1,-2
6443,square,11,#000000,76,0,-2
6444,triangle,12,#FF00FF,9,-4,-2
6445,hexagon,14,#000000,39,1,-1
6446,triangle,8,#00FFFF,100,-3,2
6447,square,5,#800080,18,6,-8
6448,hexagon,8,#00FFFF,30,-4,0
6449,circle,15,#008000,0,-1,-1
6450,pentagon,7,#00FF00,47,-1,6
6451,triangle,14,#00FF00,37,0,1
6452,pentagon,11,#000000,55,2,4
6453,hexagon,13,#800080,38,-2,1
6454,square,14,#00FFFF,73,-1,1
6455,hexagon,5,#00FFFF,40,-5,3
6456,circle,14,#800080,0,-2,-1
6457,pentagon,10,#FFFF00,7,5,5
6458,circle,8,#00FF00,0,7,-8
6459,circle,5,#0000FF,0,2,9
6460,pentagon,14,#000000,19,0,-1
6461,pentagon,8,#008000,31,7,-3
6462,triangle,6,#008000,0,-6,8
6463,hexagon,11,#FF00FF,52,-5,-2
6464,circle,6,#800080,0,-4,-2
6465,pentagon,8,#000000,63,0,5
6466,pentagon,11,#0000FF,11,-5,4
6467,square,6,#008000,50,-5,-2
6468,triangle,5,#008000,44,-9,-10
6469,triangle,12,#FFFF00,11,3,-4
6470,hexagon,11,#FFFF00,8,1,3
6471,hexagon,15,#FFA500,44,0,0
6472,circle,15,#FFFF00,0,-1,0
6473,hexagon,9,#FFFF00,31,-5,2
6474,triangle,15,#00FF00,21,0,0
6475,hexagon,11,#FFA500,59,-3,-4
6476,circle,7,#FF0000,0,5,6
6477,circle,6,#FF00FF,0,3,-3
6478,pentagon,12,#0000FF,43,-4,1
6479,circle,9,#000000,0,-4,-3
6480,square,13,#000000,89,-1,0
6481,hexagon,9,#FF0000,23,-7,3
6482,square,9,#FFFF00,8,3,-6
6483,square,5,#00FFFF,53,-7,-9
6484,square,10,#FF00FF,1,2,0
6485,square,12,#800080,17,-2,-4
6486,triangle,6,#FFA500,70,-8,8
6487,circle,14,#FF00FF,0,1,1
6488,square,8,#000000,88,0,-5
6489,triangle,10,#008000,68,5,-4
6490,square,7,#FFFF00,38,-2,4
6491,pentagon,11,#008000,10,3,0
6492,triangle,10,#000000,61,2,-5
6493,pentagon,8,#FF0000,13,0,-3
6494,pentagon,14,#FFFF00,58,-2,-2
6495,square,6,#000000,51,-4,4
6496,triangle,14,#000000,119,0,0
6497,pentagon,15,#FF00FF,69,0,0
6498,hexagon,7,#000000,35,-1,-7
6499,square,9,#008000,83,-2,6
6500,circle,10,#FFA500,0,0,3
6501,triangle,11,#00FF00,32,-3,3
6502,circle,12,#FFA500,0,-1,3
6503,pentagon,12,#008000,34,-3,-4
6504,pentagon,7,#FFA500,2,7,4
6505,circle,14,#FF0000,0,0,-2
6506,circle,7,#00FF00,0,2,-3
6507,square,6,#000000,28,3,7
6508,hexagon,6,#0000FF,51,3,-2
6509,hexagon,7,#00FF00,57,2,3
6510,square,5,#FF00FF,68,-6,6
6511,hexagon,7,#FFFF00,41,3,8
6512,hexagon,14,#000000,57,1,-2
6513,pentagon,14,#FFFF00,57,0,-1
6514,square,11,#0000FF,40,0,-1
6515,square,13,#FFA500,23,-2,2
6516,pentagon,6,#000000,42,-10,-3
6517,pentagon,6,#0000FF,6,-9,-3
6518,circle,15,#FFFF00,0,0,-1
6519,square,9,#00FFFF,15,-1,4
6520,triangle,9,#00FF00,27,4,2
6521,hexagon,5,#FFA500,19,7,1
6522,pentagon,7,#0000FF,66,-3,1
6523,hexagon,12,#FFFF00,59,1,1
6524,pentagon,11,#00FF00,70,-3,-5
6525,circle,7,#000000,0,-2,7
6526,triangle,15,#00FF00,95,-1,0
6527,triangle,12,#008000,111,-1,1
6528,hexagon,14,#00FFFF,52,1,-2
6529,triangle,7,#008000,96,1,-9
6530,pentagon,7,#00FF00,65,-3,-2
6531,square,5,#FF0000,4,-7,-7
6532,pentagon,13,#0000FF,71,2,-3
6533,circle,13,#00FF00,0,-1,1
6534,triangle,7,#800080,118,7,-9
6535,circle,9,#FFA500,0,0,2
6536,hexagon,6,#008000,7,7,-9
6537,triangle,13,#FFA500,18,-3,-3
6538,circle,5,#008000,0,3,3
6539,hexagon,10,#800080,10,2,4
6540,hexagon,8,#800080,19,-8,-4
6541,square,14,#800080,65,1,-2
6542,circle,9,#00FF00,0,5,3
6543,square,14,#008000,54,1,0
6544,circle,15,#0000FF,0,-1,0
6545,hexagon,13,#800080,51,2,0
6546,triangle,5,#008000,115,7,3
6547,square,9,#000000,28,-5,-7
6548,hexagon,7,#00FFFF,28,-3,-4
6549,square,5,#FF0000,60,-4,2
6550,square,14,#00FFFF,54,-2,-2
6551,triangle,11,#000000,47,3,-4
6552,circle,13,#008000,0,1,0
6553,pentagon,10,#008000,5,-3,2
6554,pentagon,14,#008000,34,0,1
6555,circle,6,#008000,0,-3,0
6556,pentagon,10,#FFFF00,26,0,-4
6557,triangle,5,#800080,12,-11,5
6558,hexagon,10,#0000FF,21,2,2
6559,triangle,14,#00FF00,60,-1,0
6560,circle,6,#FF00FF,0,2,9
6561,hexagon,8,#FFA500,10,2,3
6562,triangle,8,#FFFF00,37,5,3
6563,circle,8,#000000,0,3,-4
6564,hexagon,11,#000000,23,-4,-3
6565,hexagon,5,#00FFFF,32,-1,-7
6566,pentagon,15,#FF00FF,46,-1,0
6567,circle,12,#FF00FF,0,2,3
6568,pentagon,12,#000000,21,-3,-4
6569,pentagon,5,#FF0000,56,-3,3
6570,square,9,#FFFF00,75,3,-3
6571,hexagon,7,#000000,23,-8,5
6572,hexagon,6,#FF0000,20,-1,0
6573,pentagon,6,#FF00FF,69,7,1
6574,hexagon,12,#0000FF,27,-4,3
6575,pentagon,10,#800080,21,5,-1
6576,triangle,13,#000000,31,2,-1
6577,circle,10,#008000,0,2,-6
6578,pentagon,15,#FF00FF,37,0,0
6579,triangle,6,#008000,102,3,3
6580,square,6,#FF0000,9,-9,-5
6581,hexagon,14,#00FFFF,51,0,-2
6582,hexagon,12,#FFA500,48,3,0
6583,triangle,8,#000000,16,-1,0
6584,hexagon,11,#FFFF00,19,0,1
6585,square,5,#800080,4,-9,10
6586,circle,13,#FF00FF,0,0,1
6587,circle,7,#FFA500,0,-7,2
6588,square,11,#FFA500,31,1,-1
6589,pentagon,14,#0000FF,50,-1,1
6590,hexagon,15,#FF0000,53,0,-1
6591,hexagon,10,#FFFF00,0,-3,4
6592,hexagon,13,#FF00FF,43,1,1
6593,hexagon,9,#0000FF,58,-1,-1
6594,triangle,7,#FF0000,34,4,5
6595,circle,5,#00FF00,0,-10,7
6596,hexagon,14,#FFFF00,43,0,0
6597,square,7,#008000,22,-6,-7
6598,hexagon,11,#800080,58,1,0
6599,circle,9,#FF0000,0,5,-5
6600,pentagon,5,#FFFF00,13,7,-10
6601,square,12,#000000,37,0,3
6602,pentagon,9,#800080,2,2,-4
6603,triangle,8,#FF0000,17,-2,-2
6604,pentagon,9,#0000FF,24,1,-3
6605,hexagon,9,#800080,54,3,4
6606,square,12,#008000,82,-1,-2
6607,circle,11,#00FFFF,0,1,-3
6608,square,7,#008000,65,4,-6
6609,circle,10,#00FF00,0,-1,1
6610,circle,10,#800080,0,-4,3
6611,pentagon,9,#00FF00,71,-2,-2
6612,hexagon,5,#FFA500,26,-4,3
6613,hexagon,7,#0000FF,8,-9,8
6614,square,12,#FF0000,74,0,-4
6615,circle,14,#FFFF00,0,1,1
6616,pentagon,7,#0000FF,16,4,-9
6617,circle,13,#FFFF00,0,2,-2
6618,circle,7,#008000,0,-6,8
6619,hexagon,10,#FFFF00,45,1,-4
6620,circle,14,#FFFF00,0,0,0
6621,triangle,14,#00FFFF,32,1,-1
6622,circle,5,#FFFF00,0,10,-6
6623,circle,7,#0000FF,0,-3,-3
6624,triangle,11,#800080,83,-5,-1
6625,hexagon,5,#0000FF,37,1,7
6626,square,14,#FFA500,89,-1,1
6627,hexagon,11,#FF0000,28,4,3
6628,pentagon,8,#000000,19,3,-7
6629,pentagon,12,#FF00FF,41,-1,-3
6630,triangle,6,#00FF00,44,6,9
6631,hexagon,11,#00FF00,19,-3,1
6632,square,10,#00FF00,19,0,4
6633,triangle,7,#FF0000,42,-2,-1
6634,square,11,#008000,41,3,-4
6635,pentagon,9,#00FFFF,23,0,-5
6636,triangle,10,#FF00FF,20,0,0
6637,hexagon,9,#FFA500,21,3,5
6638,circle,7,#0000FF,0,-6,8
6639,triangle,5,#000000,53,-6,8
6640,pentagon,12,#FFFF00,4,-4,-1
6641,circle,9,#008000,0,-7,5
6642,square,7,#000000,28,2,-4
6643,hexagon,6,#00FF00,22,-4,-1
6644,circle,8,#FF0000,0,5,1
6645,hexagon,6,#000000,23,1,1
6646,square,12,#FFFF00,6,-3,2
6647,triangle,14,#00FF00,3,-1,-2
6648,circle,5,#0000FF,0,6,-5
6649,hexagon,7,#FFA500,27,0,0
6650,square,5,#FF00FF,35,-8,4
6651,square,5,#FF00FF,25,-4,-11
6652,pentagon,6,#008000,14,-1,-1
6653,triangle,12,#00FFFF,51,3,-4
6654,hexagon,5,#0000FF,39,3,7
6655,circle,9,#0000FF,0,6,-3
6656,square,13,#FF0000,57,-2,-2
6657,square,11,#FFFF00,54,2,-4
6658,circle,11,#0000FF,0,-2,3
6659,pentagon,9,#FFFF00,41,4,-6
6660,triangle,9,#0000FF,41,-3,-2
6661,pentagon,11,#0000FF,2,3,-4
6662,circle,7,#000000,0,0,-5
6663,square,8,#FFA500,5,-6,3
6664,pentagon,10,#800080,9,-2,-6
6665,pentagon,7,#800080,8,8,3
6666,hexagon,15,#000000,19,-1,0
6667,square,13,#00FF00,37,-3,-2
6668,circle,9,#FF00FF,0,2,1
6669,triangle,8,#00FF00,30,2,-4
6670,hexagon,8,#008000,58,2,-1
6671,triangle,15,#00FFFF,51,0,0
6672,circle,5,#000000,0,-2,-11
6673,triangle,14,#00FF00,71,1,-1
6674,triangle,13,#FFFF00,61,-1,1
6675,hexagon,12,#FFFF00,36,-1,0
6676,square,11,#FF0000,45,-1,-1
6677,pentagon,8,#00FF00,27,-7,-6
6678,square,10,#00FF00,54,1,-3
6679,circle,13,#008000,0,-3,-3
6680,square,12,#0000FF,80,-3,-2
6681,triangle,9,#FFFF00,111,5,-7
6682,hexagon,14,#00FF00,2,0,1
6683,hexagon,9,#FFFF00,14,-7,-2
6684,triangle,13,#008000,45,2,0
6685,triangle,13,#FF0000,45,-2,2
6686,triangle,9,#FF00FF,118,-4,-6
6687,square,5,#FF00FF,1,-8,7
6688,square,8,#00FFFF,14,5,0
6689,pentagon,10,#00FF00,47,3,5
6690,pentagon,8,#00FF00,26,-3,-8
6691,circle,6,#800080,0,-3,6
6692,triangle,6,#FF00FF,116,-5,5
6693,pentagon,10,#008000,19,1,-2
6694,pentagon,5,#FF0000,2,10,6
6695,circle,12,#FFA500,0,0,-2
6696,square,6,#800080,53,2,-4
6697,pentagon,9,#800080,51,4,-2
6698,circle,9,#00FFFF,0,2,-4
6699,hexagon,9,#00FF00,20,2,-3
6700,circle,15,#000000,0,-1,-1
6701,square,6,#000000,64,7,-9
6702,pentagon,7,#FFA500,16,-3,-7
6703,hexagon,13,#008000,52,-1,-2
6704,pentagon,9,#800080,8,1,6
6705,pentagon,14,#0000FF,69,0,0
6706,square,8,#000000,47,7,7
6707,triangle,15,#FFA500,100,0,0
6708,circle,9,#800080,0,0,1
6709,hexagon,5,#800080,52,8,5
6710,circle,11,#FF0000,0,4,0
6711,square,9,#00FF00,69,-2,3
6712,circle,8,#00FFFF,0,-2,-5
6713,hexagon,15,#0000FF,28,-1,0
6714,triangle,15,#00FFFF,100,-1,0
6715,circle,11,#008000,0,2,-4
6716,square,15,#008000,12,-1,-1
6717,hexagon,15,#800080,20,0,-1
6718,pentagon,11,#FFFF00,21,-3,-2
6719,hexagon,15,#008000,10,-1,-1
6720,triangle,13,#0000FF,77,2,1
6721,square,7,#FFFF00,53,-8,6
6722,square,12,#FF00FF,49,-3,-3
6723,hexagon,12,#800080,41,-4,-3
6724,triangle,13,#0000FF,97,2,-2
6725,pentagon,10,#FFA500,69,5,-5
6726,hexagon,6,#800080,32,2,-1
6727,pentagon,6,#000000,43,8,1
6728,circle,12,#000000,0,1,-4
6729,square,10,#FF0000,57,4,-4
6730,circle,11,#000000,0,1,3
6731,pentagon,14,#008000,55,1,1
6732,square,12,#FF0000,51,-3,-3
6733,circle,15,#FF0000,0,0,-1
6734,square,6,#FFFF00,37,2,-1
6735,triangle,9,#FF0000,49,-2,-1
6736,triangle,15,#00FF00,7,-1,-1
6737,triangle,6,#800080,99,-7,6
6738,circle,14,#0000FF,0,-2,-1
6739,hexagon,8,#FFFF00,59,1,2
6740,circle,6,#0000FF,0,6,5
6741,triangle,5,#0000FF,63,-7,-5
6742,hexagon,9,#FF00FF,7,1,-3
6743,triangle,13,#FF00FF,13,2,-3
6744,pentagon,7,#FF00FF,2,-8,5
6745,square,9,#FFA500,54,1,4
6746,triangle,5,#0000FF,117,-4,-11
6747,triangle,15,#0000FF,76,-1,0
6748,circle,7,#008000,0,-2,-8
6749,triangle,9,#00FF00,37,-7,-7
6750,square,8,#FF0000,67,3,-3
6751,circle,9,#800080,0,3,4
6752,circle,12,#800080,0,2,0
6753,circle,5,#00FFFF,0,0,-9
6754,hexagon,9,#008000,12,-2,5
6755,hexagon,7,#00FFFF,48,1,-6
6756,circle,10,#FF0000,0,-4,-4
6757,square,6,#FF0000,22,-4,-6
6758,circle,11,#800080,0,-4,-3
6759,triangle,5,#FFFF00,38,-6,3
6760,pentagon,11,#800080,66,-5,-2
6761,square,7,#FF00FF,55,4,2
6762,pentagon,10,#000000,5,-3,3
6763,pentagon,6,#FFA500,35,-3,-3
6764,circle,13,#FFA500,0,2,0
6765,pentagon,6,#000000,15,-3,9
6766,pentagon,15,#00FF00,30,-1,0
6767,hexagon,12,#00FFFF,29,2,1
6768,square,13,#800080,72,0,-3
6769,pentagon,7,#0000FF,37,-8,5
6770,pentagon,15,#00FF00,52,-1,-1
6771,pentagon,12,#FFFF00,12,2,-2
6772,pentagon,9,#00FFFF,0,0,5
6773,hexagon,8,#000000,31,6,5
6774,pentagon,12,#000000,69,-2,-3
6775,circle,7,#FF0000,0,-2,7
6776,hexagon,12,#FF00FF,13,-4,-2
6777,circle,13,#00FF00,0,1,2
6778,circle,9,#FFA500,0,0,6
6779,pentagon,9,#008000,66,0,6
6780,hexagon,6,#00FFFF,10,5,4
6781,square,14,#00FFFF,67,0,1
6782,pentagon,11,#008000,34,3,1
6783,circle,10,#FF0000,0,-6,-6
6784,triangle,15,#0000FF,23,0,0
6785,pentagon,14,#000000,46,-2,0
6786,hexagon,14,#000000,21,0,-2
6787,hexagon,11,#00FF00,57,2,-2
6788,square,5,#0000FF,12,9,7
6789,hexagon,11,#00FF00,24,3,-3
6790,hexagon,8,#800080,35,-4,2
6791,triangle,13,#FF00FF,48,-1,-3
6792,circle,10,#FFFF00,0,-4,-4
6793,hexagon,8,#FF0000,17,2,3
6794,hexagon,7,#000000,12,3,1
6795,hexagon,12,#FF0000,10,-2,-2
6796,circle,9,#FFFF00,0,-7,1
6797,pentagon,11,#FF0000,36,-3,-4
6798,pentagon,9,#00FFFF,42,4,-2
6799,circle,14,#FFA500,0,0,0
6800,circle,9,#000000,0,-1,6
6801,hexagon,5,#00FF00,38,-3,-6
6802,circle,9,#008000,0,-3,4
6803,square,14,#00FFFF,63,-1,-1
6804,pentagon,6,#000000,10,-8,-9
6805,circle,8,#00FFFF,0,2,3
6806,hexagon,10,#FFFF00,36,-3,3
6807,triangle,13,#FFA500,21,1,1
6808,pentagon,6,#008000,35,-9,-1
6809,pentagon,11,#FFA500,44,-3,-1
6810,triangle,14,#0000FF,48,-2,1
6811,hexagon,14,#FF00FF,35,-2,-1
6812,circle,5,#000000,0,-11,3
6813,triangle,9,#FFA500,45,6,-7
6814,circle,13,#00FFFF,0,0,1
6815,pentagon,7,#00FF00,42,7,-1
6816,square,8,#00FFFF,42,-5,-1
6817,triangle,11,#FFA500,104,4,-3
6818,square,5,#FF0000,27,4,-2
6819,square,8,#800080,19,6,3
6820,hexagon,9,#800080,9,3,-4
6821,triangle,8,#00FFFF,9,7,5
6822,triangle,9,#008000,35,-6,5
6823,pentagon,7,#FFA500,47,-6,-9
6824,circle,14,#FF0000,0,-2,-1
6825,square,11,#FFFF00,32,2,-4
6826,square,9,#000000,34,-4,-5
6827,hexagon,9,#008000,11,0,-3
6828,triangle,14,#FF00FF,72,-2,1
6829,hexagon,9,#FFA500,17,4,-1
6830,circle,9,#00FF00,0,-5,5
6831,pentagon,9,#FF00FF,43,-5,5
6832,pentagon,6,#FF00FF,2,-9,2
6833,hexagon,13,#0000FF,38,-2,0
6834,circle,12,#00FFFF,0,1,-1
6835,pentagon,15,#000000,18,-1,0
6836,circle,14,#FFA500,0,-2,-1
6837,hexagon,7,#0000FF,48,1,2
6838,square,10,#00FF00,29,0,1
6839,square,14,#00FFFF,33,0,0
6840,hexagon,6,#000000,26,5,2
6841,square,8,#FFFF00,75,-4,4
6842,triangle,9,#FF00FF,69,5,3
6843,circle,8,#0000FF,0,-3,7
6844,hexagon,7,#800080,41,7,-7
6845,triangle,7,#0000FF,10,1,-5
6846,hexagon,8,#FF0000,43,2,-6
6847,pentagon,14,#000000,46,0,1
6848,square,11,#800080,86,3,-2
6849,square,5,#FF0000,72,-1,-7
6850,circle,13,#000000,0,-2,-2
6851,circle,12,#0000FF,0,-2,-3
6852,pentagon,5,#800080,35,5,-8
6853,square,11,#000000,55,-5,0
6854,pentagon,14,#FFFF00,65,-2,0
6855,circle,7,#FFA500,0,-6,8
6856,pentagon,6,#FFA500,27,-9,-1
6857,circle,7,#800080,0,-6,6
6858,triangle,13,#00FFFF,9,0,-2
6859,hexagon,8,#FF00FF,26,2,-6
6860,pentagon,12,#800080,48,-4,1
6861,hexagon,14,#FFA500,9,-2,-2
6862,circle,6,#00FFFF,0,-3,6
6863,pentagon,9,#800080,29,2,0
6864,pentagon,11,#FFA500,52,-1,3
6865,hexagon,12,#00FFFF,5,-1,-1
6866,circle,12,#008000,0,-4,0
6867,square,8,#FF00FF,7,5,0
6868,circle,10,#00FFFF,0,-1,5
6869,circle,12,#0000FF,0,3,0
6870,circle,12,#FF00FF,0,-4,3
6871,hexagon,12,#FFFF00,59,-3,0
6872,square,6,#800080,84,6,5
6873,triangle,13,#FFFF00,92,1,-2
6874,triangle,10,#00FFFF,83,-1,1
6875,circle,5,#00FFFF,0,-5,-1
6876,hexagon,8,#000000,58,2,7
6877,hexagon,10,#000000,53,5,5
6878,pentagon,12,#00FF00,44,2,3
6879,circle,11,#00FFFF,0,2,0
6880,pentagon,13,#0000FF,57,-3,0
6881,circle,7,#0000FF,0,2,-6
6882,circle,6,#FFFF00,0,5,-7
6883,triangle,15,#0000FF,70,0,-1
6884,circle,8,#0000FF,0,4,-1
6885,circle,12,#000000,0,-2,-1
6886,square,6,#00FFFF,15,-10,9
6887,pentagon,11,#800080,35,-1,0
6888,pentagon,13,#FFA500,47,2,-2
6889,square,13,#0000FF,67,-3,-1
6890,square,12,#FF0000,27,2,1
6891,triangle,8,#00FFFF,76,-7,-7
6892,pentagon,9,#000000,36,0,-2
6893,pentagon,8,#000000,50,4,4
6894,circle,13,#800080,0,2,1
6895,square,12,#00FFFF,33,3,0
6896,hexagon,9,#FF00FF,8,1,-3
6897,pentagon,14,#FFFF00,43,1,-2
6898,hexagon,10,#000000,56,-4,-5
6899,triangle,11,#00FFFF,88,3,3
6900,circle,12,#FF0000,0,-4,-1
6901,hexagon,15,#FFA500,55,-1,-1
6902,triangle,8,#FFA500,64,-7,-5
6903,pentagon,14,#FFFF00,22,-1,1
6904,hexagon,13,#00FF00,6,-2,0
6905,pentagon,7,#FFFF00,25,-6,7
6906,square,12,#FF00FF,2,-2,3
6907,pentagon,11,#00FF00,5,2,-5
6908,triangle,7,#FFFF00,118,2,-7
6909,pentagon,10,#000000,31,-6,-6
6910,triangle,5,#008000,42,-1,-7
6911,hexagon,6,#FFFF00,30,-7,-6
6912,triangle,15,#FFA500,90,-1,0
6913,square,14,#FF0000,68,-2,-2
6914,hexagon,6,#00FF00,9,8,6
6915,square,6,#00FFFF,11,-2,7
6916,pentagon,9,#008000,31,3,-5
6917,hexagon,11,#000000,11,1,-2
6918,square,13,#800080,89,-2,-2
6919,circle,10,#800080,0,4,4
6920,square,9,#0000FF,88,-6,0
6921,hexagon,5,#800080,9,-4,9
6922,pentagon,15,#FFA500,25,0,0
6923,pentagon,6,#008000,66,4,-6
6924,square,14,#00FFFF,65,0,1
6925,hexagon,13,#008000,8,2,-3
6926,triangle,11,#FFFF00,16,-5,-2
6927,pentagon,12,#00FFFF,30,1,2
6928,hexagon,14,#00FFFF,30,-2,-1
6929,hexagon,7,#FFFF00,12,5,-9
6930,pentagon,7,#FFA500,21,4,-7
6931,triangle,14,#FFFF00,40,0,1
6932,hexagon,9,#800080,46,-4,-5
6933,circle,12,#000000,0,3,-4
6934,square,5,#FFFF00,49,6,3
6935,triangle,5,#FFFF00,46,-11,0
6936,pentagon,6,#FFFF00,68,5,-4
6937,triangle,11,#00FFFF,75,3,1
6938,circle,12,#FFFF00,0,0,1
6939,square,12,#000000,27,3,2
6940,hexagon,5,#FFFF00,52,-4,-10
6941,circle,7,#000000,0,-9,-7
6942,triangle,12,#FFFF00,93,-2,-1
6943,circle,10,#00FFFF,0,-3,-1
6944,circle,10,#0000FF,0,3,3
6945,circle,9,#FF0000,0,4,6
6946,square,7,#800080,46,-6,6
6947,circle,15,#00FF00,0,0,-1
6948,pentagon,11,#00FFFF,62,-2,0
6949,pentagon,10,#FFA500,61,3,5
6950,pentagon,6,#FF0000,53,1,2
6951,pentagon,11,#0000FF,5,-1,-3
6952,pentagon,6,#000000,40,-6,6
6953,square,12,#00FFFF,12,3,-4
6954,triangle,10,#FFFF00,63,-3,5
6955,pentagon,7,#FFFF00,5,-8,3
6956,triangle,9,#FFA500,34,-1,-5
6957,triangle,8,#FF0000,82,1,1
